Wood Floor Trusses,B1010.10,,
Wood Framed Balcony Construction,B1010.30,,
Wood Framed Canopy Construction,B1020.30,,
Wood Framed Exterior Balcony Walls,B2080.50,,
Wood Framed Exterior Walls,B2010.20,,
Wood Framed Interior Partitions,C1010.10,,
Wood Framed Mezzanine Construction,B1010.40,,
Wood Framed Parapets,B2010.50,,
Wood Framed Ramps,B1010.50,,
Window Wells,B2080.90,,
Windows Blinds,E2010.20,,
Windows Exterior,B2020,,
Windows Interior,C1020,,
Windows Screens,B2020.10,,
Windows Shades,E2010.20,,
Wire Fences and Gates,G2060.20,,
Wire Mesh Partitions,C1010.10,,
Wood Furing Ceilings,C2050.90,,
Wood Furing Flooring,C2030.90,,
Wood Furing Wall Finish,C2010.90,,
Wood Paneling Ceilings,C2050.20,,
Wood Paneling Walls,C2010.20,,
Wood Railings Exterior Balcony,B2080.50,,
Wood Railing Interior Balcony,C1090.10,,Table 43
Walk-in Coolers,E1030.80,,
Walk-in Freezers,E1030.80,,
Walkaways Coverings,G2060.40,,
Walkaways Metal,B1080.70,,
Walkaways Roof,B3020.10,,
Wall Carpeting,C2010.35,,
Wall Cobverings,C2010.30,,
Wall Decorations Fixed,E2010.10,,
Wall Foundations,A1010.10,,
Wall Hangings,E2010.10,,
Wall Paneling,C2010.20,,
Wall Specialities Exterior,B2080.90,,
Wall Veneer Exterior,B2010.10,,
Wall Finishes,C2010,,
Wall Finishes Supplemntary Components,C2010.90,,
Wall and Door Protection,C1090.35,,
Wall Panels Exterior Bulkheads,B3080.30,,
Wall Panels Exterior Ceilings,B3080.10,,
Wall Panels Exterior walls,B2010.10,,
Wall Mounted Flagpoles,G2060.35,,
Walls Subgrade Enclosures,A2010,,
Walls Exterior,B2010,,
Wall Exterior Balcony,B2080.50,,
Wall rammed Earth ,F1020.65,,
Wall Slurry,A9030.70,,
Wardrobe and Clost Specialities,C1090.70,,
"Wardrobe and Closet
Specialties",C1090.70,,
"Warranties, Closeout Submittal",Z1070.70,,
Wash Fountains,D2010.60,,
"Washers and Extractors,
Commercial",E1030.35,,
Waste Balers Facility,E1090.10,,
Waste Compactors and Destructors,E1090.10,,
Waste Containment,G1050.40,,
Wall Management,Z1070.30,,
Wall Management Construction,Z1070.30,,
"Wall Shredders, Facility",E1090.10,,
Waste Anesthesia-Gas Piping,D2060.20,,
Water Chillers,D3030.10,,
Water Closets Commercial,D2010.60,,
Water Closets Healthcare,D2010.60,,
Water Closets Residential,D2010.60,,
Water Closets Security,D2010.60,,
Water Closets ,D2010.60,,
"Water Coolers, Remote",D2010.60,,
Water Decontamination,G1050.80,,
"Water Detection and Alarm Control, GUI and Logic Systems",D7050.60,,
Water Detection Sensors,D7050.60,,
Water Distribution Equipment Site Domestic Water,G3010.10,,
Water Distribution Equipment Site Fire protection,G3010.30,,
Water Distribution Equipment Site Irrigation,G3010.50,,
"Water Distribution Ponds, Site Domestic Water",G3010.10,,
Water Distribution Piping Site Domestic Water,G3010.10,,
Water Distribution Piping Site Fire Protection,G3010.30,,
Water Distribution Piping Site Irrigation,G3010.50,,
Water Distribution Valves Site Domestic Water,G3010.10,,
Water Distribution Valves Site Fire Protection,G3010.30,,
Water Distribution Valves Site Irrigation,G3010.50,,
"Water Distribution, Site
Irrigation",G3010.50,,
"Water Features, Interior",F1050.30,,
Water Intrusion Detection and Alarm,D7050.60,,
Water Metering Site Domestic Water,G3010.10,,
Water Metering Site Fire Protection,G3010.30,,
Water Metering Site Irrigation,G3010.50,,
Water Mitigation,A60,,
Water ponds Covers Fire Protection,G3010.30,,
Water Ponds Fire Protection,G3010.30,,
"Water Ponds Liners, Fire Protection",G3010.30,,
"Water Ponds and Reservoirs, Site Irrigation",G3010.50,,
Water Pumping Stations Site Domestic Waster,G3010.10,,
Water Pumping Stations Site Fire Protection,G3010.30,,
"Water Pumping Stations, Site
Irrigation",G3010.50,,
Water Remediation,G1050.80,,
"Water Repellents, Exterior Wall Veneer",B2010.10,,
"Water Serice Connections, Site Domestic Water",G3010.10,,
"Water Serice Connections, Site Fire Protection",G3010.10,,
"Water Serice Connections, Site Irrigation",G3010.10,,
Water Slides,F1050.50,,
Water Spray Fixed Systems,D4010.10,,
"Water Storage Tanks, Site Domestic Water",G3010.10,,
"Water Storage Tanks, Site Fire Protection",G3010.30,,
"Water Storage Tanks, Site Irrigation",G3010.50,,
Water Storage Fire Suppression,D4010.10,,
Water Supply Well Site Domestic Water,G3010.10,,
Water Supply Well Site Fire Protection,G3010.30,,
Water treatment Exterior Fountain,G2060.10,,
Water treatment Hydronic Systems,D3050.10,,Table 42
Valves General Service Compressed-Air,D2050,,
Valves Process Support Plumbing,D2060.90,,
Valves Sanitary Drainage,D2020.90,,
Vapor Retarders Exterior Wall,B2010.80,,
Vapor Retarders Floor Construction,B1010.90,,
Vapor Retarders Horizontal Waterproofing,B3040.90,,
Vapor Retarders Roof Construction,B1020.90,,
Vapor Retarders Roofing,B3010.90,,
Vapor Retarders Slab-On-Grade,A4090.20,,
Vapor Retarders Subgrade Enclosure Wall,A2010.90,,
"Vaults Doors, Interior",C1030.70,,
Vaults Equipment,E1030.20,,
Vaults Ventilators,E1030.20,,
"Vaults, Pedestal, and Enclosures, Communications",G5010.10,,
Vegatated Rock Slope Stabilization,G1070.45,,
Vegatated Low-Slope Roofing,B3010.50,,
Vegetation Control,G1070.90,,
Soil Treatment,A9040,,
Vehicl and Pedestrain Equipment,E1010,,
Vehicle Barriers,G2010.40,,
Vehicle Delineators,G2010.40,,
"Vehicle Fare Collection Equipment,",G2010.80,,
"Vehicle Roadway
Fare Collection, Roadway",G2010.80,,
"Vehicle Fare Gates, Roadway",G2010.80,,
Vehicle Lifts,D1010.20,,
Vehicle Lubrication Equipment,E1010.10,,
Vehicle Servicing Equipment,E1010.10,,
"Vehicle Ticketing Equipment,",G2010.80,,
"Vehicle Roadway
Turntables",D1030.30,,
Vehicle Washing Equipment,E1010.10,,
Vehicular Bridges,G2060.70,,
Vehicular Tunnels,G9010.10,,
Vending Equipment,E1030.10,,
Ventilation,D3060,,
Ventilation Supplementray Components,D3060.90,,
Vents and Hatches,B3060.50,,
Vents Exterior,B2070.50,,
Vents Relief,B3020.10,,
Vents Ridge,B3020.10,,
Vents Smoke,B3060.50,,
Vents Soffit,B3080.20,,
Vertical Conveying,D1010,,
"Vertical Enclosures, Exterior",B20,,
Vertical Planting Nets and Grids,G2080.50,,
Vibration and Siesmic Controls Communications,D6090.10,,
Vibration and Siesmic Controls Cooling System,D3030.90,,
Vibration and Siesmic Controls Distribution Systems,D3050.90,,
Vibration and Siesmic Controls Domestic Water,D2010.90,,
Vibration and Siesmic Controls Electrical Service and Distribution,D5020.90,,
Vibration and Siesmic Controls Electronic Safety and Security,D7090.10,,
Vibration and Siesmic Controls Facility Power Generation,D5010.90,,
Vibration and Siesmic Controls Fire Suppression,D4010.90,,
Vibration and Siesmic Controls General Purpose Power,D5030.90,,
Vibration and Siesmic Controls Heating System,D3020.90,,
Vibration and Siesmic Controls Integrated Automation,D8010.90,,
Vibration and Siesmic Controls Lighting,D5040.90,,
Vibration and Siesmic Controls Miscellaneous Electrical,D5080.90,,
Vibration and Siesmic Controls Process Support Plumbing,D2060.90,,
Vibration and Siesmic Controls Sanitary Drainage,D2020.90,,
Vibration and Siesmic Controls Ventilation,D3060.90,,
Video Monitoring and Documentation,Z1020.30,,
Video Surveillance Control and Management,D7030.10,,
"Video Surveillance Systems
Monitoring and Supervisory",D7030.10,,
"Video Surveillance Interfaces
Remote Devices and",D7030.10,,
"Video Surveillance Sensors
Remote Positioning",D7030.10,,
"Video Surveillance Equipment
Systems Infrastructure",D7030.10,,
Virtual Private Network Software,D6010.50,,
Virtual Reality Equipment,D6010.30,,
Virus Protection Software,D6010.50,,
Visual Conference Units,C1090.20,,
Visual Display Fabrics,C1090.20,,
Visual Display Rails,C1090.20,,
Visual Display Units,C1090.20,,
Visual Display Wall Panels,C1090.20,,
Vitrification Decontamination,G1050.20,,
Vocational Shop Equipment,E1040.10,,
Voice Communications Mail and Auto Attendant,D6020.30,,
"Voice Communications Void forms, Standard",A1010.90,,
Voice Communications Foundation Voltage Regulators,D5010.60,,
Waiting Area Seating Fixed,E2010.70,,
Waiting Area Seating Portable,E2050.60,,Table 41
Tunnel Construction Pedestrain,G9010.20,,
Tunnel Construction Related Activities,G9010.90,,
Tunnel Construction Service,G9010.40,,
Tunnel Construction Vehicular,G9010.10,,
Tunnel Grouting Pedestrain,G9010.20,,
Tunnel Grouting Service,G9010.40,,
Tunnel Grouting Vehicular,G9010.10,,
Tunnel Support Systems Pedestrain,G9010.20,,
Tunnel Support Systems Service,G9010.40,,
Tunnel Support Systems Vehicular,G9010.10,,
Tunnels Pedestrain,G9010.10,,
Tunnels Service,G9010.40,,
Tunnels Vehicular,G9010.10,,
Turf and Grasses,G2080.20,,
Turntables,D1030.30,,
Tunnels,G9010,,
UHF/VHF Transmitter and recievers,G5010.50,,
"Underground Ducts and Manholes, Site Electrical",G4010.20,,
